title,author,isbn,publisher,edition,pages,dimensions
Black Butler Volume 5,Yana Toboso,9.78032E+12,Yen Press,,176,5.00(w) x 7.40(h) x 0.60(d)
The Fortunes and Misfortunes of the Famous Moll Flanders,Daniel Defoe,9.78198E+12,CreateSpace Publishing,,282,6.00(w) x 1.25(h) x 9.00(d)
Death of a Crafty Knitter,Angela Pepper,9.78151E+12,CreateSpace Publishing,,348,5.00(w) x 8.00(h) x 0.72(d)
Writing with Intent: Essays Reviews Personal Prose 1983-2005,Margaret Atwood,9.78079E+12,Basic Books,First Trade Paper Edition,448,5.50(w) x 8.60(h) x 1.30(d)
Lines,Suzy Lee,9.78145E+12,Chronicle Books LLC,,40,8.70(w) x 11.00(h) x 0.50(d)
Fed Up: An Insider's Take on Why the Federal Reserve is Bad for America,Danielle DiMartino Booth,9.78074E+12,Penguin Publishing Group,,336,6.20(w) x 9.10(h) x 1.40(d)
Star Trek: Mirror Universe: The Sorrows of Empire,David Mack,9.7815E+12,Pocket Books/Star Trek,,464,4.90(w) x 7.80(h) x 1.50(d)
Angel CatBird Volume 1,Margaret Atwood;  Johnnie Christmas;  Various,9.78151E+12,Dark Horse Comics,,112,6.30(w) x 9.20(h) x 0.50(d)
Moonshine Days: The Century Old Story of Robert Lee Swindell,Susan D. Brandenburg,9.781E+12,Susan the Scribe Inc.,,156,6.00(w) x 9.00(h) x 0.56(d)
Infinity,Helen C. Burianek,9.78133E+12,Lulu.com,,136,6.00(w) x 9.00(h) x 0.32(d)
Out of Control,Christopher Crouse,9.78149E+12,AuthorHouse,,20,8.50(w) x 11.00(h) x 0.05(d)
The Diva Steals a Chocolate Kiss (Domestic Diva Series #9),Krista Davis,9.78043E+12,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.00(d)
Let the Devil Out (Maureen Coughlin Series #4),Bill Loehfelm,9.78125E+12,Picador,,320,5.40(w) x 8.10(h) x 0.90(d)
Christmas Silhouettes,Alfred Music,9.78074E+12,Alfred Music,,24,8.80(w) x 11.70(h) x 0.30(d)
Black Hills Secrets,A.C. Wilson,9.78151E+12,CreateSpace Publishing,,246,5.00(w) x 8.00(h) x 0.52(d)
Sandman Slipcase Set,Neil Gaiman; Other Format,9.7814E+12,DC Comics,,10,6.60(w) x 10.50(h) x 3.50(d)
Gigantic at 5'4,Wolx Edwards,9.78195E+12,Green Ivy,,322,6.00(w) x 9.00(h) x 0.67(d)
Cut and Thrust (Stone Barrington Series #30),Stuart Woods,9.78045E+12,Penguin Publishing Group,,400,4.20(w) x 7.40(h) x 1.20(d)
Outline of History Volume 2: The Roman Empire to the Great War (Barnes & Noble Library of Essential Reading),H. G. Wells,9.78076E+12,Barnes & Noble,,768,5.50(w) x 8.20(h) x 2.00(d)
The Big Book of Science Fiction: Ten Classic Science Fiction Short Stories,Susan Hart,9.78153E+12,CreateSpace Publishing,,216,5.00(w) x 8.00(h) x 0.46(d)
Ghost in the Maze,Jonathan Moeller,9.7815E+12,CreateSpace Publishing,,236,6.00(w) x 9.00(h) x 0.50(d)
Let's Draw with Ray,Bianca Kendricks;  Black Haitian Barbie,9.78197E+12,CreateSpace Publishing,,46,6.00(w) x 1.25(h) x 9.00(d)
Ain't She Sweet (Green Mountain Series #6),Marie Force,9.78043E+12,Penguin Publishing Group,,320,4.10(w) x 6.70(h) x 0.90(d)
Dead Ground in Between,Maureen Jennings,9.78077E+12,McClelland & Stewart,,288,5.19(w) x 7.99(h) x 0.75(d)
Fallow Are The Fields,Steven D. Ayres,9.78141E+12,Xlibris Corporation,,156,5.50(w) x 8.50(h) x 0.36(d)
Blood Cult: The Screenplay,C Jackson,9.78152E+12,CreateSpace Publishing,,90,6.00(w) x 9.00(h) x 0.19(d)
Fatal Chaos (Fatal Series #12),Marie Force,9.78134E+12,Harlequin,,416,4.10(w) x 6.60(h) x 1.20(d)
Summerlong,Peter S. Beagle,9.78162E+12,Tachyon Publications,Reprint,240,5.50(w) x 8.50(h) x (d)
Elemental: The Tsunami Relief Anthology: Stories of Science Fiction and Fantasy,Steven Savile;  Alethea Kontis,9.78077E+12,Tom Doherty Associates,First Edition,384,5.50(w) x 8.50(h) x 0.85(d)
The Inferno (Barnes & Noble Classics Series),Dante Alighieri,9.78159E+12,Barnes & Noble,,352,5.10(w) x 7.90(h) x 1.10(d)
An Introductory Primer to Writing Fiction: Jump-start Your Literary Fiction Science Fiction Fantasy Detective Story and Other Fiction Genres,Constant Reader Learning Materials,9.78154E+12,CreateSpace Publishing,,80,5.00(w) x 8.00(h) x 0.17(d)
After My Fall from the Tree House: A Memoir,Harris  Green,9.78149E+12,AuthorHouse,,182,6.00(w) x 9.00(h) x 0.39(d)
Death in Brittany (Commissaire Dupin Series #1),Jean-Luc Bannalec,9.78125E+12,St. Martin's Press,,320,5.40(w) x 8.20(h) x 0.90(d)
Norby's Other Secret,Isaac Asimov;  Janet Asimov,9.78049E+12,Dover Publications,,144,5.30(w) x 8.40(h) x 0.50(d)
The Scarlet Letter (Ignatius Critical Editions),Mary R. Reichardt;  Nathaniel Hawthorne;  Patrick S. J. Carmack,9.78159E+12,Ignatius Press,,310,5.20(w) x 7.90(h) x 0.90(d)
Stories For Tomorrow An Anthology Of Modern Science Fiction,William Milligan Sloane,9.78487E+12,Ishi Press,,492,5.50(w) x 8.50(h) x 1.10(d)
Moonlight in the Morning,Jude Deveraux,9.78142E+12,Pocket Star,,432,4.10(w) x 6.70(h) x 1.20(d)
Star Trek: New Adventures Volume 2,Mike Johnson;  F. Leonard Johnson;  Ryan Parrott;  Stephen Molnar,9.78163E+12,IDW Publishing,,288,6.60(w) x 10.20(h) x 0.70(d)
Chu's First Day of School,Neil Gaiman;  Adam Rex,9.78006E+12,HarperCollins Publishers,,32,8.70(w) x 9.50(h) x 0.70(d)
3 Steps to Your Best Job Ever!: Second Edition,Steven Steinfeld,9.78148E+12,CreateSpace Publishing,,178,6.00(w) x 9.00(h) x 0.38(d)
Small Great Things,Jodi Picoult,9.78035E+12,Random House Publishing Group,Reprint,528,5.40(w) x 7.90(h) x 1.40(d)
The Brothers Karamazov (Barnes & Noble Classics Series),Fyodor Dostoevsky,9.78159E+12,Barnes & Noble,,752,8.08(w) x 5.30(h) x 1.63(d)
Mystery in Children's Literature: From the Rational to the Supernatural,Adrienne E. Gavin;  Christopher Routledge,9.78033E+12,Palgrave Macmillan UK,2001,244,5.51(w) x 8.50(h) x 0.03(d)
50 Things to See with a Small Telescope (Southern Hemisphere Edition),John Read,9.78153E+12,CreateSpace Publishing,,76,6.00(w) x 9.00(h) x 0.15(d)
Hiroshima,John Hersey,9.78152E+12,CreateSpace Publishing,,150,5.25(w) x 8.00(h) x 0.35(d)
High-Entropy Alloys: Fundamentals and Applications,Michael C. Gao,9.78332E+12,Springer International Publishing,1st ed. 2016,516,6.10(w) x 9.25(h) x (d)
Dragon Blood (Hurog Series #2),Patricia Briggs,9.78044E+12,Penguin Publishing Group,Reissue,288,4.20(w) x 6.80(h) x 0.80(d)
Innovation Between Science and Science Fiction,Thomas Michaud,9.78179E+12,Wiley,,196,6.40(w) x 9.40(h) x 0.70(d)
The McCullagh Inn in Maine,James Patterson;  Jen McLaughlin,9.78032E+12,Little Brown and Company,BookShots,160,4.90(w) x 6.90(h) x 0.50(d)
Alles was ein Herz Braucht,Barbara Freethy,9.78194E+12,Barbara Freethy,,346,5.24(w) x 7.99(h) x 0.77(d)
The Flight Attendant (Signed Book),Chris Bohjalian,9.78039E+12,Knopf Doubleday Publishing Group,Signed Edition,368,6.20(w) x 9.30(h) x 1.60(d)
The Asset,Mark Dawson,9.7815E+12,Amazon Publishing,,344,5.50(w) x 8.30(h) x 1.10(d)
A Pennsylvania Trilogy,John M. Eddinger,9.7806E+12,iUniverse Incorporated,,496,5.98(w) x 9.02(h) x 1.11(d)
The Fallen (Derek Stillwater Series #3),Mark Terry,9.78161E+12,Oceanview Publishing,,288,5.70(w) x 8.80(h) x 0.90(d)
More Spook Stories,Edward Frederic Benson;  E F Benson,9.7815E+12,CreateSpace Publishing,,142,6.00(w) x 9.00(h) x 0.30(d)
A Big Book of Strange Weird and Wonderful: The Best Horror Fantasy and Science Fiction from the Pages of 'an Unforgettable e-Fiction Quarterly',Russell;  Teresa Tunaley,9.78148E+12,CreateSpace Publishing,,422,5.50(w) x 8.50(h) x 0.86(d)
Sense and Sensibility (Barnes & Noble Classics Series),Jane Austen,9.78159E+12,Barnes & Noble,,352,5.30(w) x 8.15(h) x 1.00(d)
History of Computer Programs,Andreas Sofroniou,9.78024E+12,Lulu.com,,286,6.00(w) x 1.25(h) x 9.00(d)
Between The Bullets,Michael Bliss,9.78081E+12,Rowman & Littlefield Publishers Inc.,,144,5.50(w) x 8.66(h) x 0.61(d)
Hugo Gernsback and the Century of Science Fiction,Gary Westfahl,9.78079E+12,McFarland & Company Incorporated Publishers,,283,6.00(w) x 9.00(h) x 0.56(d)
Death at First Sight,Angela Roquet,9.78154E+12,CreateSpace Publishing,,188,5.00(w) x 7.99(h) x 0.43(d)
The First Immortal: Angel Blood,Stone Palatin,9.78194E+12,Elm Grove Publishing,,218,6.00(w) x 9.00(h) x 0.50(d)
A Dirty Game,David Lowe,9.78161E+12,Strategic Book Group LLC,,384,6.00(w) x 9.00(h) x 0.85(d)
Ultimate Comics Spider-Man Volume 2,Brian Michael Bendis;  Chris Samnee;  Sara Pichelli;  David Marquez,9.78079E+12,Marvel,,112,6.75(w) x 10.25(h) x 0.25(d)
El Arbol de las moras,Jude Deveraux,9.78849E+12,Ediciones B,Spanish-language Edition,446,5.20(w) x 7.60(h) x 1.30(d)
Strain The Volume 5 The Night Eternal,Guillermo Del Torro;  Mike Huddleston,9.78162E+12,Dark Horse Comics,,152,6.40(w) x 10.10(h) x 0.40(d)
Geothermal Engineering: Fundamentals and Applications,Arnold Watson,9.78149E+12,Springer New York,Softcover reprint of the original 1st ed. 2013,336,6.10(w) x 9.25(h) x (d)
Norse Mythology,Neil Gaiman,9.78039E+12,Norton W. W. & Company Inc.,,304,5.60(w) x 8.10(h) x 1.00(d)
After the Fire: A Memoir in Poetry and Prose,J. A. Jance,9.78006E+12,HarperCollins Publishers,,128,5.87(w) x 7.12(h) x 0.57(d)
The Dark Winter (Detective Sergeant McAvoy Series #1),David Mark,9.78014E+12,Penguin Publishing Group,,320,7.80(w) x 5.30(h) x 0.80(d)
Paradise Screwed: Selected Columns of Carl Hiaasen,Carl Hiaasen,9.78081E+12,University Press of Florida,Reissue,424,6.00(w) x 9.00(h) x 1.10(d)
Risky Game,Tracy Solheim,9.78043E+12,Penguin Publishing Group,,320,6.60(w) x 4.20(h) x 1.20(d)
Forever... (Forever Trilogy Series #1),Jude Deveraux,9.78148E+12,Gallery Books,,384,4.90(w) x 7.90(h) x 1.10(d)
Historical Introduction to the Philosophy of Science / Edition 4,John Losee,2.9002E+12,Oxford University Press USA,REV,328,6.00(w) x 1.25(h) x 9.00(d)
The K Handshape,Maureen Jennings,9.78155E+12,Dundurn Press,,360,6.00(w) x 9.00(h) x 0.80(d)
1964 Freedom Summer,Rebecca Felix,9.78162E+12,ABDO Publishing Company,,112,6.20(w) x 9.00(h) x 0.50(d)
Zombie Apocalypse: Choose Your Fate!,Colin Webster,9.78148E+12,Xlibris Corporation,,390,6.00(w) x 9.00(h) x 0.87(d)
New Essays on Wise Blood,Michael Kreyling,9.78052E+12,Cambridge University Press,,140,5.43(w) x 8.50(h) x 0.31(d)
L. A. Dead (Stone Barrington Series #6),Stuart Woods,9.78045E+12,Penguin Publishing Group,,464,4.25(w) x 7.50(h) x 1.02(d)
Editing the Soul: Science and Fiction in the Genome Age,Everett Hamner,9.78027E+12,Penn State University Press,,280,5.90(w) x 8.80(h) x 0.60(d)
Simply Science,Emily James,9.78152E+12,Capstone Press,,192,
The Key (Magnificent 12 Series #3),Michael Grant,9.78006E+12,HarperCollins Publishers,Reprint,277,7.40(w) x 5.10(h) x 0.50(d)
Going Past the Town Prison,J. E. D. Cline,9.78145E+12,CreateSpace Publishing,,194,5.50(w) x 8.50(h) x 0.41(d)
The Wizard's Map (Tartan Magic Series #1),Jane Yolen,9.78015E+12,Houghton Mifflin Harcourt,First Edition,156,5.00(w) x 7.50(h) x 0.36(d)
D.Gray-man (3-in-1 Edition) Volume 2: Includes vols. 4 5 & 6,Katsura Hoshino,9.78142E+12,VIZ Media LLC,Original,576,5.20(w) x 7.52(h) x 1.24(d)
Hard Times (Barnes & Noble Classics Series),Charles Dickens,9.78159E+12,Barnes & Noble,,352,7.92(w) x 5.30(h) x 0.92(d)
Deathless,Graveyard Greg,9.78162E+12,Rabbit Valley,,106,5.00(w) x 8.00(h) x 0.22(d)
Silver Paradox,Dawn Wagner,9.7815E+12,CreateSpace Publishing,,156,6.00(w) x 9.00(h) x 0.33(d)
The Frog King,Adam Davies,9.78157E+12,Penguin Publishing Group,1ST RIVERH,336,5.25(w) x 8.10(h) x 0.95(d)
The End of the Story,Lydia Davis,9.78031E+12,Picador,First Edition,240,5.64(w) x 8.27(h) x 0.66(d)
The Call Of Blood,John Nkemngong Nkengasong,9.78996E+12,African Books Collective Limited,,68,5.00(w) x 8.00(h) x 0.16(d)
Classic Westerns: Zane Grey,Zane Grey,9.78163E+12,Thunder Bay Press,,512,5.00(w) x 7.60(h) x 1.50(d)
Finding Fraser,K. C. Dyer,9.7804E+12,Penguin Publishing Group,Reissue,368,5.50(w) x 8.20(h) x 1.10(d)
The Dore Gallery: of Bible Illustrations,Gustave Dore,9.78152E+12,CreateSpace Publishing,,98,8.50(w) x 11.00(h) x 0.20(d)
Murder Most Howl (Paws and Claws Mystery Series #3),Krista Davis,9.78043E+12,Penguin Publishing Group,,304,9.80(w) x 11.50(h) x 0.50(d)
Too Many Miracles,Ernest Lester Schusky,9.78087E+12,Sunstone Press,,238,6.00(w) x 9.00(h) x 0.54(d)
Forensic Science,DK Publishing,9.78076E+12,DK,,72,8.81(w) x 11.31(h) x 0.50(d)
5000 Awesome Facts 3 (About Everything!),National Geographic Kids,9.78143E+12,National Geographic Society,,224,9.30(w) x 11.30(h) x 0.90(d)
The Clutch,Paul Hoblin,9.78151E+12,Lerner Publishing Group,,120,6.00(w) x 1.25(h) x 9.00(d)
Here Is Where We Meet,John Berger,9.7814E+12,Knopf Doubleday Publishing Group,Reprint,256,5.20(w) x 8.00(h) x 0.54(d)
Archangel's Enigma (Guild Hunter Series #8),Nalini Singh,9.78043E+12,Penguin Publishing Group,,384,4.10(w) x 6.70(h) x 1.20(d)
Fantastic Fiction #1: When the World Shook and Doctor Therne,H. Rider Haggard,9.78086E+12,Oakpast,,448,5.50(w) x 8.50(h) x 1.00(d)
'Olelo Hou: Basic Conversational Hawaiian,Mr John Keolamaka'ainana Lake,9.78153E+12,CreateSpace Publishing,,188,7.01(w) x 10.00(h) x 0.40(d)
Astonishing X-Men Volume 4: Unstoppable,Joss Whedon;  John Cassaday,9.78079E+12,Marvel,,200,6.64(w) x 10.04(h) x 0.31(d)
Evelyn's Promise (A More Perfect Union Series Book 4),Betty Bolte,9.78161E+12,ABN Leadership Group Inc dba ePublishing Works!,,244,5.00(w) x 8.00(h) x 0.55(d)
The Sea Captain's Wife,Beth Powning,9.78045E+12,Penguin Publishing Group,,384,5.30(w) x 7.90(h) x 0.90(d)
To Dance the Beginning of the World: Stories,Steven Hayward,9.78155E+12,Exile Editions Limited,,232,5.40(w) x 8.40(h) x 0.70(d)
The Emperor's Soul,Brandon Sanderson,9.78162E+12,Tachyon Publications,,176,4.90(w) x 7.90(h) x 1.80(d)
Biografias de los presidentes de los Estados Unidos,ABDO Publishing Company,9.78163E+12,ABDO Publishing Company,,24,9.40(w) x 11.30(h) x 1.70(d)
Sleep Black Bear Sleep,Jane Yolen;  Brooke Dyer;  Heidi E.y. Stemple;  Heidi E. Stemple,9.78006E+12,HarperCollins Publishers,,32,10.00(w) x 8.00(h) x 0.25(d)
El ruisenor (The Nightingale),Kristin Hannah,9.78194E+12,PRH Grupo Editorial,Spanish-language Edition,304,6.00(w) x 8.90(h) x 1.10(d)
Lupo,Monica La Porta,9.78154E+12,CreateSpace Publishing,,232,5.98(w) x 9.02(h) x 0.49(d)
The Intersection Of Science Fiction And Philosophy,Robert Myers,9.78031E+12,ABC-CLIO Incorporated,,262,5.50(w) x 8.50(h) x 0.75(d)
The Scrivener's Bones (Alcatraz Versus the Evil Librarians Series #2),Brandon Sanderson,9.78077E+12,Tom Doherty Associates,,368,5.50(w) x 8.30(h) x 1.30(d)
The Currents of Space,Isaac Asimov,9.78077E+12,Tom Doherty Associates,First Edition,240,5.40(w) x 8.20(h) x 0.80(d)
A Distant View of Everything (Isabel Dalhousie Series #11),Alexander McCall Smith,9.78031E+12,Knopf Doubleday Publishing Group,,256,5.60(w) x 8.40(h) x 1.00(d)
The Best Science Fiction of the Year: Volume Two,Neil Clarke,9.7816E+12,Night Shade Books,,624,6.00(w) x 8.90(h) x 1.90(d)
Black as Night,Billy Wells,9.78146E+12,CreateSpace Publishing,,258,6.00(w) x 9.00(h) x 0.58(d)
Swamp Thing by Brian K. Vaughan Vol. 1,Brian K. Vaughan;  Roger Peterson;  Cliff Chiang,9.7814E+12,DC Comics,,240,6.40(w) x 10.10(h) x 0.50(d)
Not a Creature Was Purring,Krista Davis,9.7811E+12,Penguin Publishing Group,,304,4.10(w) x 6.60(h) x 0.90(d)
Buena suerte (Wish You Well),David Baldacci,9.7885E+12,Ediciones B,Spanish-language Edition,384,5.40(w) x 8.60(h) x 1.00(d)
The Complete Sherlock Holmes Volume I (Barnes & Noble Classics Series),Arthur Conan Doyle,9.78159E+12,Barnes & Noble,,752,5.38(w) x 8.66(h) x 1.53(d)
Reference Guide to Science Fiction Fantasy and Horror,Michael Burgess;  Lisa R. Bartle;  Lisa R. Bartle,9.78156E+12,ABC-CLIO Incorporated,2ND,598,6.14(w) x 9.21(h) x 1.31(d)
H.P. Lovecraft The Complete Omnibus Collection Volume II: 1927-1935,H. P. Lovecraft;  Finn J.D. John,9.78099E+12,Pulp-Lit Productions,,608,7.00(w) x 10.00(h) x 1.22(d)
The Science Fiction Hall of Fame Volume Two A: The Greatest Science Fiction Novellas of All Time Chosen by the Members of The Science Fiction Writers of America,Ben Bova,9.78077E+12,Tom Doherty Associates,First Edition,544,5.50(w) x 8.30(h) x 0.95(d)
In Time for Christmas: An Out of Time Christmas Novella,Monique Martin,9.78154E+12,CreateSpace Publishing,,166,4.90(w) x 7.80(h) x 0.50(d)
The Inner Room,James Merrill,9.78068E+12,Knopf Doubleday Publishing Group,,112,5.74(w) x 9.26(h) x 0.31(d)
Liens de Sang (5 me Avenue 4),Christopher Smith,9.78149E+12,CreateSpace Publishing,,324,6.00(w) x 9.00(h) x 0.68(d)
The Misplaced Battleship by Harry Harrison Science Fiction Fantasy,Harry Harrison,9.78146E+12,Alan Rodgers Books,,38,6.00(w) x 9.00(h) x 0.25(d)
Moonstone The Level 6 Penguin Readers,Wilkie Collins,9.78141E+12,Pearson Education ESL,,128,5.00(w) x 7.70(h) x 0.40(d)
Mosby's Memoirs (Barnes & Noble Library of Essential Reading) by John S. Mos,,9.78076E+12,Barnes & Noble,,288,5.50(w) x 8.10(h) x 0.90(d)
Reach for Infinity,Jonathan Strahan;  Alastair Reynolds;  Greg Egan;  Ken Macleod,9.78178E+12,Solaris,,352,5.00(w) x 7.70(h) x 1.00(d)
The Camel Club (Camel Club Series #1),David Baldacci,9.78146E+12,Grand Central Publishing,,480,5.20(w) x 7.90(h) x 1.40(d)
Foundations of Vacuum Science and Technology / Edition 1,James M. Lafferty,9.78047E+12,Wiley,,760,7.17(w) x 10.39(h) x 1.65(d)
How Brain Science Can Make You a Better Lawyer,David A. Sousa,9.7816E+12,American Bar Association,,150,5.90(w) x 8.90(h) x 0.40(d)
Wild Things (Chicagoland Vampires Series #9),Chloe Neill,9.78045E+12,Penguin Publishing Group,,368,5.30(w) x 7.90(h) x 1.00(d)
Teacher's Dead,Benjamin Zephaniah,9.78075E+12,Gardners Books,,,6.00(w) x 1.25(h) x 9.00(d)
Arkansas,John Brandon,9.7808E+12,Grove/Atlantic Inc.,First Trade Paper Edition,224,5.40(w) x 8.20(h) x 0.90(d)
All New People: A Novel,Anne Lamott,9.78162E+12,Counterpoint Press,Reissue,176,5.50(w) x 8.20(h) x 0.40(d)
Masques (Sianim Series #1),Patricia Briggs,9.78044E+12,Penguin Publishing Group,,320,4.20(w) x 6.70(h) x 0.90(d)
Against All Odds (Heroes of Quantico Series #1),Irene Hannon,9.7808E+12,Baker Publishing Group,,336,5.36(w) x 8.52(h) x 0.88(d)
MaddAddam (MaddAddam Trilogy #3),Margaret Atwood,9.78031E+12,Knopf Doubleday Publishing Group,Reprint,416,5.20(w) x 7.90(h) x 1.00(d)
High Voltage Engineering: Fundamentals - Technology - Applications,Andreas Kuchler,9.78364E+12,Springer Berlin Heidelberg,5th ed. 2018,650,7.60(w) x 10.24(h) x (d)
Convergence: Best Arizona Teen Writing of 2015,Young Authors of Arizona,9.78151E+12,CreateSpace Publishing,,302,6.00(w) x 9.00(h) x 0.68(d)
Out of Time: A Paranormal Romance,Monique Martin,9.78147E+12,CreateSpace Publishing,,294,6.00(w) x 9.00(h) x 0.66(d)
The Sandman: Overture Deluxe Edition,Neil Gaiman;  JH Williams,9.7814E+12,DC Comics,Deluxe,224,7.40(w) x 11.10(h) x 0.70(d)
Chocolat,Joanne Harris,9.78014E+12,Penguin Publishing Group,,336,7.76(w) x 10.88(h) x 0.56(d)
Franny's Way,Karen Rouillard,9.78151E+12,CreateSpace Publishing,,474,6.00(w) x 9.00(h) x 0.95(d)
The Year's Best Science Fiction and Fantasy 2013,Rich Horton,9.78161E+12,Prime Books,,576,6.00(w) x 8.80(h) x 1.70(d)
Feminisms of the Belle Epoque: A Historical and Literary Anthology / Edition 1,Lydia Willis,2.9008E+12,UNP - Nebraska Paperback,New Edition,337,6.00(w) x 1.25(h) x 9.00(d)
La Luna,Isaac Asimov;  Richard Hantula,9.78084E+12,Gareth Stevens Publishing LLLP,Spanish-language Edition,32,7.75(w) x 10.00(h) x (d)
Actionman,Scott Lee,9.78151E+12,CreateSpace Publishing,,182,6.00(w) x 9.00(h) x 0.39(d)
I Got Your Back Hailey,June Kramin,9.7815E+12,CreateSpace Publishing,,302,6.00(w) x 1.25(h) x 9.00(d)
Broken By Life,Kathy J. Marble,9.7815E+12,Xulon Press,,104,6.00(w) x 9.00(h) x 0.22(d)
Four Corners Level 2 Teacher's Edition with Assessment Audio CD/CD-ROM,Jack C. Richards;  David Bohlke,9.78052E+12,Cambridge University Press,Teachers G,416,8.50(w) x 10.87(h) x 0.79(d)
Star Trek Deep Space Nine: Twist of Faith,S. D. Perry;  Weddle David;  Jeffrey Lang;  Keith R. A. DeCandido,9.78142E+12,Pocket Books/Star Trek,Original,688,6.00(w) x 9.00(h) x 1.90(d)
Sherlock Holmes Volume 3,Arthur Conan Doyle,9.78163E+12,Race Point Publishing,,504,7.50(w) x 5.70(h) x 1.20(d)
Murder She Barked (Paws and Claws Mystery Series #1),Krista Davis,9.78043E+12,Penguin Publishing Group,,304,4.10(w) x 6.70(h) x 1.00(d)
El Libro del demonio,Erika McGann,9.78607E+12,Ediciones B,Spanish-language Edition,186,5.90(w) x 9.00(h) x 0.60(d)
Star Trek: Seekers: Point of Divergence,Dayton Ward;  Kevin Dilmore,9.78148E+12,Pocket Books/Star Trek,,368,4.10(w) x 6.70(h) x 1.00(d)
A Pocket Full of Chaos,Rev Timothy Edward Bowen,9.7815E+12,CreateSpace Publishing,,76,5.00(w) x 8.00(h) x 0.16(d)
Go Fish-Game Cards,School Zone Publishing; Other Format,9.78089E+12,School Zone Publishing Company,Game Cards,,3.40(w) x 6.38(h) x 0.93(d)
